Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type
3716,2005-07-31 06:44:05.000,"GRB 050730, spectra and optical photometryM. Holman (CfA), P. Garnavich (Notre Dame), K.Z. Stanek (Ohio State)

Spectra of the afterglow of GRB 050730 (Holland et al. GCN 3704)
were obtained with the Magellan Observatory Baade Telescope and
IMACS imaging spectrograph beginning 2005 July 30 23:57 (UT).
The spectra cover 360 to 950 nm with a dispersion of 0.74 A/pix.
We find a clear Ly-alpha absorption system with the GRB flux
reaching zero between 598 nm and 609 nm.  This confirms the
redshift of 3.97 found for the burst by Chen et al.
(GCN 3709) and Rol et al. (GCN 3710).

An image of the GRB field was obtained July 30 23:10 (UT) with
IMACS and the afterglow flux calibrated with Landolt standard
SA110-360. We estimate the afterglow brightness at R=17.50+/-0.05
mag. A star to the west of the afterglow at
14:08:14.62 -03:46:29 (2000) has a brightness of R=17.18+/-0.05 mag.

A plot of the spectrum and the image of the afterglow obtained with
IMACS are available at http://www.nd.edu/~pgarnavi/grb050730 .",3.97,GRB 050730,Magellan Observatory Baade Telescope and IMACS imaging spectrograph,Spectroscopic
37293,2024-08-26 08:44:45.794,"GRB 240825A: VLT/X-shooter redshiftA. Martin-Carrillo (UCD), B. Schneider (MIT), G. Pugliese (API-UvA), L. Izzo (INAF-OACn & DARK/NBI), D. B. Malesani (DAWN/NBI and Radboud Univ.), A. Saccardi (GEPI/Obs. de Paris), T. Laskar (Utah), J. F. Agui Fernandez (CAHA) and S. D. Vergani (GEPI/Obs. de Paris) report on behalf of the Stargate collaboration:


We observed the optical counterpart of the Swift/Fermi GRB 240825A (Gupta et al., GCN 37274; Fermi GBM team, GCN 37273; Di Lalla et al., GCN 37288) using the ESO VLT UT3 (Melipal) equipped with the X-shooter spectrograph. Our spectra cover the wavelength range 3000-21000 AA, and consist of 4 exposures of 1200 s each. The observation was carried out under good seeing (1”) with mid-time 03:03:55 UT on 2024 August 26 (~11.2 hours after the Swift trigger).


In a 60 s image taken with the acquisition camera, we clearly detect the optical afterglow (Gupta et al., GCN 37274; Jiang et al. GCN 37275; Dutton et al. GCN 37276; Odeh et al. GCN 37277; Zhang et al. GCN 37278; Li et al. GCN 37280; Izzo & Malesani, GCN 37287; Lipunov et al. GCN 37289; Leonini et al. GCN 37291; Wu et al. GCN 37292), for which we measure an AB magnitude r = 20.8 (calibrated against nearby stars from the Pan-STARRS catalogue).


In a preliminary reduction of the spectra, we clearly detect the continuum over the entire wavelength range. From detection of multiple absorption features, which we interpret as due to Fe II, Fe II*, Mn II, Mg II, Mg I, Ca II and Na I, we infer a common redshift of z = 0.659. We also detect bright emission lines ([O II] and [O III] doublets, Halpha and Hbeta) at a consistent redshift, which we interpret as being due to the GRB host galaxy (Izzo & Malesani, GCN 37287). We conclude that GRB 240825A is at z = 0.659.


We acknowledge expert support from the ESO staff in Paranal, in particular Matias Jones.",0.659,GRB 240825A,ESO VLT UT3 (Melipal),Spectroscopic
37310,2024-08-27 10:19:29.562,"GRB 240825A: TNG optical photometry and spectroscopyA. Melandri (INAF-OAR), P. D'Avanzo, M. Ferro (INAF-OAB), V. D'Elia (INAF/OAR & ASI/ASDC),  D. B. Malesani (DAWN/NBI and Radboud Univ.), A. Rossi (INAF-OAS),  A. Harutyunyan , and D. Carosati (INAF-TNG) report on behalf of the CIBO collaboration:


We observed the optical afterglow of long bright GRB 240825A (Gupta et al., GCN 37274; Fermi GBM team, GCN 37273; Di Lalla et al., GCN 37288; Frederiks et al., GCN 37302) with the 3.6m Telescopio Nazionale Galileo (TNG) equipped  with the DOLoRes camera in spectroscopic mode. Observations were carried out with the LR-B grism, covering the range 3500-8000 AA. The observations consisted of one spectrum carried out at a mean time of Aug 25.9562 UT (~7.4 hours after the burst). 

In the acquisition image we clearly detect the optical afterglow (Gupta et al., GCN 37274; Jiang et al. GCN 37275; Dutton et al. GCN 37276; Odeh et al. GCN 37277; Zhang et al. GCN 37278; Li et al. GCN 37280; Izzo & Malesani, GCN 37287; Lipunov et al. GCN 37289; Leonini et al. GCN 37291; Wu et al. GCN 37292; Brivio et al. GCN 32795; Odeh, GCN 37299) with a magnitude r~20, calibrated against the Pan-STARRS catalogue.

The spectrum has a low SNR. From a preliminary reduction, we identify a single absorption feature consistent with Mg II at a redshift of z~0.66, in agreement with the results reported by Martin-Carrillo et al. (GCN 37293).",z~0.66,GRB 240825A,TNG (Telescopio Nazionale Galileo),Spectroscopic
3732,2005-08-02 06:00:34.000,"GRB 050730: Preliminary Analysis of MIKE SpectrumJ. X. Prochaska (UCO/Lick),  H.-W. Chen (MIT), J. S. Bloom (UCB),
J. O'Meara (MIT), S. M. Burles (MIT), I. Thompson (OCIW)
report on behalf of the GRAASP collaboration:

""We have performed preliminary analysis of our MIKE spectrum of
the afterglow of GRB 050730.  A profile fit to the Lya and Lyb
absorption lines of the sightline through the host galaxy gives
N(HI) = 22.15 +/- 0.05.  The simple and narrow metal-line profiles
give a redshift z=3.96855 +/- 0.00005. We estimate a neutral gas
metallicity of S/H ~ 1/100 solar which is lower than the
mean metallicity of damped Lya system at this redshift.  More  
strikingly,
we identify fine-structure lines of SiII*, OI*, OI**, and FeII*, the
majority of which are saturated.  Also, we identify absorption
features near 6150A which we interpret as the NV absorption doublet.

Finally, we identify an intervening damped Lya system at
z=3.5650 +/- 0.0001 with log N(HI)= 20.30 +/- 0.15 and low metallicity
as well as a z=1.773 MgII absorber.

A full analysis is underway.

Figures can be found at this following site:
    http://www.graasp.org/Data/index.html",3.96855 +/- 0.00005,GRB 050730,MIT,Spectroscopic
37369,2024-09-01 17:31:31.619,"GRB 240821A: VLT spectroscopic observationsA. Saccardi (GEPI/Obs. de Paris), M. Ferro (INAF-OAB), A. J. Levan (Radboud Univ. & Warwick Univ.), A. Rossi (INAF-OAS), S. D. Vergani (GEPI/Obs. de Paris), D. B. Malesani (DAWN/NBI and Radboud Univ.), B. P. Gompertz (U. Birmingham), A. Martin-Carrillo (UCD), K. Wiersema (Hertfordshire Univ.), D. Xu (NAOC), report on behalf of the Stargate collaboration:

Following the identification of the optical afterglow (Quirola-Vasquez et al., GCN 37319) of GRB 240821A (Cangemi et al., GCN 37220; He et al., GCN 37226; Murphy et al., GCN 37232; Dalessi & Meegan, GCN 37239), we obtained 4x1200 s of observations with the X-shooter instrument at the ESO VLT UT3 (mid time 2024 Aug 30.3578 UT, that is, 8.8 days after the trigger). These observations reveal a continuum across the spectral range 4000-20000 AA, and a single clear emission line at 8120 AA. While the presence of a substantial continuum blueward of 8120 AA rules out that this line is Ly-alpha, it is difficult to conclusively determine a redshift value based on only a single line. We consider three possibilities below. 


A) The emission line could arise from the [O II] doublet (3726, 3729) at z = 1.18. In this scenario the other strong emission lines lie in the IR regime, where sensitivity is poorer and sky background higher. The observed spectral energy distribution of the host galaxy from the Legacy and VISTA surveys would also provide the best match at this redshift. However, the resolution of X-shooter should clearly resolve the two components of the doublet, and, while a very weak excess may be present at 8215 AA (the expected location of the bluer component of the doublet), the observed intensity ratio would be inconsistent with the expectations for either high or low density media.

B) The line could be from [O III] (5007 AA) at z = 0.62. In this scenario, both [O III] 4959 and H-beta would lie in close proximity in the spectrum, although are expected to have lower flux, and hence poorer signal to noise than the observed line. There is no detection of any emission at the expected location of either. 

C) The line may come from H-alpha at z = 0.24. Since H-alpha may well be the brightest line within the host galaxy (especially for a short-GRB host), the non-detection of other emission features at the same redshift, but at bluer wavelengths is less problematic because they may be fainter and/or extinguished. This may also be supported by an apparent decrease in the galaxy continuum at ~4500 AA, which could be due to the Balmer break, although the signal to noise is poor in this region.

The detection of a single line does not enable at the current time an unambiguous redshift determination, but does suggest it must be one of the above possibilities. We note that all of these lie outside the formal 1-sigma range of the photometric redshift determination from the Legacy survey (z = 0.488 +/- 0.074; Zhou et al. 2021, MNRAS, 501, 3309). Further analysis is ongoing, and we will update the community should this reveal a stronger conclusion regarding the burst redshift.

We acknowledge expert help of the ESO observing staff at Paranal, in particular Thomas Rivinius and Matias Jones.",No Redshift,GRB 240821A,ESO VLT UT3,Spectroscopic
3746,2005-08-03 16:33:49.000,"GRB050730: FORS1 and UVES/VLT low- and high-resolution spectroscopyV. D'Elia, A. Melandri, F. Fiore, L. Stella, L. Sbordone (INAF-OAR), G.
Tagliaferri, S. Covino, D. Fugazza, D. Malesani (INAF/OABr), G.
Chincarini (Univ. Milano-Bicocca), M. Della Valle (INAF/Arcetri), L.
Pellizza (CEA, Saclay), R. Scarpa (ESO-Chile) on behalf of the MISTICI
collaboration, report:

Starting on July 31, 2005 00:01:02 UT (about 4 hours after the GRB
trigger) we have obtained low- and high-resolution spectra (FORS1, Grism
300V, R~800; UVES, R~40,000, 7.5 km/s in the observer frame) of the
optical afterglow of GRB050730 (Holland et al., GCN 3704). The
observations consisted of 2 exposures for a total of 1800 second with
FORS1 and 2 exposures for a total of 6000 seconds with UVES covering the
full spectral range 3500-9800 Angstrom. 

At the time of the observations the afterglow magnitude was R~17.7 and
the decay of the afterglow, as measured from the FORS1 flux-calibrated
spectra, is consistent with a temporal decay index of about -1. For the
UVES spectra, the resulting continuum signal to noise per resolution
element spans from 10 to 20 in the 6000-9000 Angstrom range.

A preliminary analysis of the data confirms a very rich spectrum and all
features reported by the GRAASP collaboration (GCN 3709 and 3732). We
also detect strong, saturated, SiIV1393,1402, CIV1548,1550, CII1334,
CII*1335, Al1670, AlII1854 absorption lines at z=3.968. The main
absorption systems span a velocity range of up to 100 km/s.

A full analysis is underway.

We thank the ESO staff for the excellent support in performing these
observations in  service mode.

This message can be quoted.",3.968,GRB050730,ESO-Chile,Spectroscopic
37467,2024-09-12 05:13:32.215,"GRB 240910A: Redshift from OSIRIS+/GTCA. de Ugarte Postigo (LAM/OCA, CNRS), J. F. Agui Fernandez (CAHA), C. C. Thoene (ASU-CAS), N. A. Rakotondrainibe (LAM),  N. R. Tanvir (U. Leicester), L. Izzo (INAF-Naples), S. Geier (GTC), G. Lombardi (GTC), J. P. U. Fynbo (DAWN/NBI), A. Martin-Carrillo (UCD),  A. Garcia Rodriguez (GTC), A. Perez Romero (GTC) report,

We observed the afterglow (Julakanti et al. GCN 37459; D’Ai et al. GCN 37461; Malesani et al. GCN 37463) of the long GRB 240910A, detected by Fermi (Fermi team, GCN 37441), SVOM (Zhang et al. GCN 37445) and GRBAlpha (Ripa et al. GCN 37450) using OSIRIS+ mounted on the 10.4 m GTC telescope, at the Roque de los Muchachos Observatory (La Palma, Spain). The observation consisted in 3 acquisition images in r-band, followed by 3x1200 s spectra, with grism R1000B, covering the spectral range between 3650 and 7800 AA at a resolving power of 600. The spectra were obtained at a mean epoch 2024-09-12T03:39:07 UT, 1.985 days after the Fermi trigger.

The continuum is well detected in the complete spectral range and there are multiple features of CIV, FeII, AlII, AlIII, ZnII, MnII, MgII, MgI at a common redshift of z = 1.460, which we propose as the redshift of the GRB.",z = 1.460,GRB 240910A,GTC (10.4 m),Spectroscopic
37469,2024-09-12 06:32:02.074,"GRB 240912A: Redshift from OSIRIS+/GTCA. de Ugarte Postigo (LAM/OCA, CNRS), J. F. Agui Fernandez (CAHA), C. C. Thoene (ASU-CAS), N. A. Rakotondrainibe (LAM),  N. R. Tanvir (U. Leicester), L. Izzo (INAF-OACn & DARK/NBI), S. Geier (GTC), G. Lombardi (GTC), J. P. U. Fynbo (DAWN/NBI), A. Martin-Carrillo (UCD),  A. Garcia Rodriguez (GTC), A. Perez Romero (GTC) report,

We observed the afterglow of GRB 240912A (Fermi GBM team GCN 37465; Evans et al. GCN 37466) using OSIRIS+ on the 10.4 m GTC telescope, at the Roque de los Muchachos Observatory (La Palma, Spain). The observation consisted in 2 acquisition images in r-band, followed by a single 600 s spectra obtained just before the twilight became too bright to continue with observations. The spectrum was obtained with grism R1000B, covering the spectral range between 3650 and 7800 AA at a resolving power of 600. 

The acquisition image, obtained at 2024-09-12T05:34:23 UT, 3.798 hrs after the burst, shows the afterglow at r(AB) = 19.15 +/- 0.08 mag, as compared to SDSS field stars. The spectrum has a strong continuum throughout the complete range with absorption features due to AlII, AlIII, FeII, MnII, MgII and MgI at a common redshift of 1.234, which we propose as the redshift of GRB 240912A. ",1.234,GRB 240912A,GTC (10.4 m),Spectroscopic
37471,2024-09-12 09:45:30.221,"GRB 240912A: NOT optical spectroscopyJ. An (NAOC), J.P.U. Fynbo (DAWN/NBI), S.Y. Fu, Z.P. Zhu, S.Q. Jiang, X. Liu, D. Xu (NAOC), Niilo Koivisto (NOT) report on behalf of a large collaboration:

We carried out the spectroscopy of the optical afterglow of GRB 240912A detected by Fermi/GBM (Fermi GBM team, GCN 37465) and Swift/BAT (Evans et al., GCN 37466), using the 2.56-m Nordic Optical Telescope (NOT) equipped with the ALFOSC camera, at a mean time of 2024-09-12T05:20:43, i.e., ~ 3.57 hrs after the Swift/BAT trigger, covering the wavelength range between ~ 3600 AA and ~ 8000 AA.

A total of 970 s spectral exposure was obtained. A continuum is throughout the whole spectral wavelength range, superimposed with three relatively strong absorption features, which can be interpreted as due to Fe II, Mg II and Mg I at a common redshift of z = 1.23, in agreement with the GTC measurement (de Ugarte Postigo et al., GCN 37469). ",z = 1.23,GRB 240912A,Nordic Optical Telescope (NOT),Spectroscopic
3749,2005-08-03 20:25:25.000,"GRB050802: Tentative absorption redshiftJohan P. U. Fynbo, Jesper Sollerman, Brian L. Jensen, Jens Hjorth,
Darach Watson, José María Castro Cerón (DARK cosmology centre/Niels
Bohr Institute), Palle Moller (ESO), Thomas Augusteijn (Nordic Optical
Telescope), Javier Gorosabel (IAA-CSIC), Klaas Wiersema (Amsterdam)
report:

""Using ALFOSC on the Nordic Optical Telescope we have obtained
spectra of the afterglow of GRB 050802 (GCN 3734, 3739) on 2005,
August 2.9 UT. We detect several absorption features which we tentatively
identify as CIV and FeII lines, corresponding to a redshift of
z=1.71. This tentative redshift is at odds with the interpretation
of the UVOT results (GCN 3745). We encourage further observations.""",z=1.71,GRB050802,Nordic Optical Telescope,Spectroscopic
37532,2024-09-17 09:18:25.094,"GRB 240916A (AT 2024vlp / GOTO24fzn): VLT/X-shooter redshiftD. Pieterse (Radboud Univ.), B. Schneider (MIT), A. Saccardi (GEPI/Obs. de Paris), B. P. Gompertz (U. Birmingham), J. P. U. Fynbo (DAWN/NBI), A. de Ugarte Postigo (LAM/OCA, CNRS), D. B. Malesani (DAWN/NBI and Radboud Univ.), A. Martin-Carrillo (UCD), N. R. Tanvir (Univ. Leicester), D. Xu (NAOC) report on behalf of the Stargate collaboration:

We observed AT 2024vlp (GOTO24fzn), the likely afterglow (Gompertz et al., GCN 37522; Jiang et al., GCN 37526; Beardmore et al., GCN 37531) of GRB 240916A (Fermi GBM team, GCN 37518; Pawar, GCN 37519) using the X-shooter spectrograph mounted on the ESO VLT UT3 (Melipal). The observation was performed on 2024 September 16 (23.1 hr after the GRB), and consisted of 4 exposures of 600 s each covering the wavelength range 3000-21000 AA.

In images taken with the acquisition camera, the optical afterglow is well detected. In the r band, we measure an AB magnitude of r ~ 19.4, calibrated against three nearby stars from the Pan-STARRS catalog. This magnitude is significantly fainter than that reported by Jiang et al. (GCN 37526), confirming the fading nature of this object and thus the identification of this source as the afterglow of GRB 240916A.

In a preliminary analysis of the spectra, we clearly detect continuum over the entire wavelength range. A trough is visible around 4350 AA, which we identify as due to HI Lyman-alpha absorption. In addition, from detection of a plethora of absorption features, which we interpret as being due to O I, O I*, Si II, Si II*, C II, C II*, Si IV,  C IV, Fe II, Fe II*, Cr II, Zn II, Ni II, Ni II*, Mn II, Mg II, we infer a common redshift of z = 2.610, which we conclude is the redshift of GRB 240916A. There is a tentative detection of H-beta emission at z=2.610 from the underlying host galaxy. We also note the presence of an additional intervening absorption system at z = 2.214.

We acknowledge expert support from the ESO staff in Paranal, in particular Claudia Cid, Thomas Rivinius and Zahed Wahhaj.",2.610,GRB 240916A,ESO VLT UT3 (Melipal),Spectroscopic
