Circular Number,Circular Date,Text,Predicted Redshift,Predicted GRB Number,Predicted Telescope Name,Predicted Redshift Type,Parsed Redshift
14669,2013-05-16 21:22:08.000,"GRB 130427A:: BTA spectroscopic observations on May 10/11.Vladimir V. Sokolov (SAO-RAS), Alberto J. Castro-Tirado (IAA-CSIC),
Alexander S. Moskvitin, Elena A. Barsukova, Viktoria N. Komarova, Nikolaj
V. Borisov, Azamat F. Valeev, Tatyana N. Sokolova (SAO-RAS) and Vitaly P.
Goranskij (SAI-MSU, SAO-RAS), report:

""We have obtained 3 epochs of spectroscopy for the GRB 130427A optical
afterglow (Maselli et al. GCNC 14448, Elenin et al. GCNC 14450) with the
6-meter BTA equipped with Scorpio. The spectra (with exposure times of
4 x 900 s, 5 x 900 s and 4 x 1200 s) were taken on May 2/3, 5/6 and
10/11 respectively. We used the VPHG 550G grating which covers the
3700-7900 A spectral range and provides a 13 A spectral resolution.

Narrow host galaxy lines such as 3727 A [OII], [OIII] 4959 A, 5007 A and
Balmer lines are noticeable in all spectra. The measured redshift is 0.3393,
in good agreement with the previously reported values (Levan et al. GCNC
14455; Xu et al. GCNC 14478; Flores et al. GCNC 14491; Garnavich GCNC 14605
and Perley & Tang, GCNC 14615). Particularly, we detect marginal excess
emission in the range 6000-7000 A on the later spectrum obtained on May
10/11, which can be interpreted as evidence of the underlying SN (de
Ugarte Postigo et al., GCNC 14646), what is also supported by the
long-term photometric observations (Trotter et al., GCNC 14662; Watson et
al., GCNC 14666).

Our preliminary flux-calibrated spectra can be seen at:

http://www.sao.ru/hq/grb/GRB130427A/GRB130427A_BTA_May2-10.jpg

We thanks S.N. Fabrika, O.P. Zhelenkova, Yu.Yu. Balega, V.V. Vlasyuk and
A.S. Moiseev for their help in obtaining the observations.""",0.3393,GRB130427A,BTA,Spectroscopic,0.3393
14702,2013-05-24 20:24:57.000,"GRB 130514A: Konus-Wind and Swift/BAT joint spectral analysisV. Pal'shin, S. Golenetskii, R.Aptekar, E. Mazets, D. Frederiks, D. 
Svinkin, M. Ulanov, and T. Cline on behalf of the Konus-Wind team,

T. Sakamoto (AGU), S. D. Barthelmy (GSFC), W. Baumgartner (GSFC/UMBC), 
J. Cummings (GSFC/UMBC), E. Fenimore (LANL), N. Gehrels (GSFC),
H. Krimm (GSFC/USRA), C. Markwardt (GSFC), D. Palmer (LANL), M. 
Stamatikos (OSU) and T. Ukwatta (GWU)

report:

We performed the Konus-Wind and the Swift/BAT joint spectral analysis of 
GRB 130514A (Swift/BAT trigger #555821: Sonbas et al., GCN Circ. 14632, 
Ukwatta et al. GCN Circ. 14636). Since the Konus-Wind observed this GRB 
in the waiting mode, we only have 3 channel spectral data for the 
Konus-Wind which cover the energy range from 20 keV to 1.2 MeV.  The
joint spectral analysis of the Konus-Wind and the Swift/BAT data allows 
us to derive the broad-band spectral parameters of this burst.

The time interval of the spectral data for each instrument is chosen 
from T0(BAT)-5.1 to T0(BAT)+153.9 s where T0(BAT) is the trigger time of 
BAT at 07:13:41 UTC. This interval comprises whole burst as observed by 
Konus-Wind and contains 87% of the total fluence in the 15-150 keV as 
observed by BAT (Ukwatta et al. GCN Circ. 14636).

The energy ranges which we used in the joint spectral analysis are 
20-1200 keV and 14-150 keV for the Konus-Wind and the Swift/BAT 
respectively.  The spectral data of two instruments are fitted with the 
spectral model multiplied by the constant factor to take into account 
the systematic effective area uncertainties in the response matrices of 
each instrument.

The spectrum is well fitted with a power-law with exponential cutoff 
model: dN/dE ~ E^{alpha}*exp(-(2+alpha)*E/Epeak). No systematic residual 
from the best fit model is seen in the spectral data of each instrument. 
The BAT constant factor is 0.83(-0.08,+0.10) (the KW constant factor is 
fixed to 1). The best fit spectral parameters are: alpha = 
-1.44(-0.14,+0.17) and Epeak = 110(-21,+42) keV (chi2/dof = 41.9/57). 
The best fit spectral parameters for the GRB (Band) model fixing beta = 
-2.5 are:  alpha = -1.44(-0.15,+0.17), and Epeak = 108(-21,+45)  keV 
(chi2/dof = 43.6/57). The energy fluence in the 15-1200 keV band 
calculated by a power-law with exponential cutoff model for this 159 s 
interval is 1.40(-0.16,+0.21)x10^-5 erg/cm2.

Assuming a photo-z of 3.6 (Schmidl, Kann, and Greiner GCN Circ. 14634) 
and a standard cosmology model with H_0 = 71 km/s/Mpc, Omega_M = 0.27, 
Omega_Lambda = 0.73, the isotropic energy release is E_iso = 
4.95(-0.67,+0.85)x10^53 erg in 1 keV to 10 MeV at the GRB rest frame 
extrapolating the best exponential cutoff function fit.

All the quoted errors are at the 90% confidence level.

The Konus-Wind light curve of this GRB is available at
http://www.ioffe.ru/LEA/GRBs/GRB130514A/",3.6,GRB130514A,"Schmidl, Kann, and Greiner GCN Circ. 14634",Photometric,3.6
14762,2013-06-04 16:07:17.000,"GRB 130604A: Gemini North SpectroscopyS. B. Cenko (GSFC), N.R. Tanvir (Leicester)D. A Perley (Caltech), A. J. Levan (U. Warwick), and
A. Cucchiara (UCSC / Lick) report on behalf of a larger collaboration:

We have obtained optical spectra of the afterglow (Perley et al., GCN
14753) of GRB 130604A (Melandri et al., GCN 14752) with the Gemini
Multi-Object Spectrograph mounted on the 8 m Gemini North telescope.
Observations began at 8:16 UT on 2013 June 4 (~ 1.3 hr after the Swift
trigger) and cover the wavelength range from 4000 - 8000 A.

Superimposed on a faint continuum, we detect a single bright emission line
at an observed wavelength of ~ 7674.0 A.  There is some evidence the
emission line is spectrally resolved.  No other obvious features (in
emission or absorption) are detected over our wavelength range.  If we
assume this feature corresponds to [O II], this implies a redshift of z =
1.06 for GRB 130604A.

[GCN OPS NOTE(04Jun13): Per author's request, NRT was added to the author list.]",1.06,GRB 130604A,Gemini North,Spectroscopic,1.06
14848,2013-06-10 07:11:49.000,"GRB 130610A: VLT/UVES redshiftA. Smette (ESO), C. Ledoux (ESO), P. Vreeswijk (Weizmann), A. De Cia 
(Weizmann)**,
P. Petitjean (IAP),  J. Fynbo (DARK/NBI), D. Malesani (DARK/NBI), A. Fox 
(STSCI) report:

  We have observed GRB 130610A  (Cummings et al., GCN 14842) with UVES
on the ESO-VLT, in Rapid Response Mode. Preliminary analysis of the 
automatically
reduced spectra reveals the presence of an absorption line system at z ~ 
2.092
including a damped Ly-alpha line, CIV 1548 &1550, SiIV 1393 & 1402, SiII 
1260 & 1526
FeII 1608, 2382, 2600, AlII1670, AlIII 1854 & 1862. This absorption line 
system
can be identified with the gamma-ray burst redshift.

We are grateful to the excellent support provided by Christophe Martayan
and Felipe Gaete.",2.092,GRB 130610A,ESO-VLT,Spectroscopic,2.092
14888,2013-06-12 18:57:55.000,"GRB 130609B: Theoretical redshift estimationR. Ruffini, C.L. Bianco, M. Enderli, M. Muccino, A.V. Penacchioni, G.B. Pisani, J.A. Rueda, N. Sahakyan, Y. Wang, L. Izzo report:

The late X-ray observations of GRB 130609B evidences a pattern typical of a family of GRBs associated to Supernovae following the Induced Gravitational Collapse (IGC) paradigm. We estimate a cosmological redshift for the GRB of approximately z=1.3. We encourage observations.",z=1.3,GRB 130609B,No Information,Spectroscopic,1.3
14956,2013-07-01 12:47:53.000,"GRB 130701A: VLT/X-shooter redshiftD. Xu (DARK/NBI), A. de Ugarte Postigo (IAA-CSIC, DARK/NBI), D. Malesani (DARK/NBI), P. Vreeswijk (Weizmann), V. D'Elia (INAF-OAR, ASI-ASDC), J. P. U. Fynbo (DARK/NBI), B. Milvang-Jensen (DARK/NBI), H. Flores (GEPI/Obs. de Paris), O. Hartoog (Amsterdam), P. Goldoni (APC, CEA/Irfu), L. Kaper (Amsterdam), S. D. Vergani (CNRS/GEPI)

We observed the afterglow of GRB 130701A (Kuin et al. GCN 14953, Leloudas et al. GCN 14954) with VLT/X-shooter, beginning at 2013-07-01 09:45 UT, about 5.5 hours after the burst. We obtained 2 spectra of 600s each, covering the wavelength range 3000-21000A.

From the acquisition image (Jul 1.404 UT, 5.40 hr after the GRB) we obtain a magnitude of R = 19.9 using the same calibration as in Leloudas et al. (GCN 14954).

Preliminary analysis of the spectrum reveals absorption lines of FeII
2344, 2374, 2382, MgII 2796, 2803, MgI 2852, CaII 3934, 3969 at a common redshift of z=1.155. We propose this to be the redshift of the GRB.

We thank the staff at Paranal, particularly Jonathan Smoker and Nestor Jimenez, for obtaining these observations.

[GCN OPS NOTE(01jul13) Per A.Breeveld's observation, the GRB name in the Subject-line was corrected.]",z=1.155,GRB 130701A,VLT/X-shooter,Spectroscopic,1.155
15187,2013-09-07 23:44:37.000,"GRB 130907A: NOT redshiftA. de Ugarte Postigo (IAA-CSIC, DARK/NBI), D. Xu (DARK/NBI), D. Malesani (DARK/NBI), 
J. Gorosabel (IAA-CSIC/UPV-EHU), P. Jakobsson (U. Iceland) and J. Kajava (NOT) report 
on behalf of a larger collaboration:

We observed the optical afterglow of GRB 130907A (Page et al., GCN 15183; Gorbovskoy
et al., GCN 15184) with the NOT equipped with the AlFOSC spectrograph and camera. 
The transient is clearly detected in our acquisition images, taken in a clear filter, at the 
following coordinates:

RA(J2000) = 14:23:34.08
Dec(J2000) = +45:36:26.7

Using R-band values from nearby USNO stars, we get a magnitude R = 16.7 +- 0.1 at a 
mean time of 0.41 hr after the GRB, where the error is dominated by calibration 
uncertainties.

A single spectrum of 900 s covering the range from 3800 to 8000 AA, with a resolution of 
~700, was obtained with a mean epoch of 0.598 hr after the burst. The spectrum presents 
a strong continuum with deep spectral features of AlIII, FeII, MgII and MgI at a common 
redshift of z=1.238 (wavelength calibration based on archival data), which we identify as 
the redshift of the GRB.",z=1.238,GRB 130907A,NOT,Spectroscopic,1.238
1524,2002-08-26 10:23:03.000,"GRB020813: High-resolution optical spectroscopyF. Fiore, S. Savaglio (also JHU), L.A. Antonelli, A. Fontana, G. Marconi,
L. Stella, A. Di Paola, G. Stratta, G. Israel (INAF-OAR), S. Covino,
G. Chincarini, G. Ghisellini, P. Saracco, F. Zerbi (INAF-OABrera),
D. Lazzati (Cambridge, UK), R. Perna (CfA), M. Vietri (Univ. Roma Tre),
F. Frontera (Univ. di Ferrara), S. Mereghetti (CNR-IASF), 
E.J.A. Meurs (Dunsink Obs.) and N. Kawai (Titech, RIKEN) report:

""Starting on August 13 2002 23:32 UT we have obtained high resolution 
(R=40,000, 7.5 km/s in the observer frame) spectra of the optical 
afterglow of GRB020813 (Fox et al., GCN #1470) using UVES at VLT/Kueyen.
This resolution is 4 times better than the best resolution obtained so 
far for GRB OT spectra, confirming that this kind of observations is 
capable to map accurately the kinematics and metallicities of 
medium-high redshift galaxies. Observations consisted of 3 exposures, 
for a total of 7,700 seconds, covering the full spectral range 3500-9800 
Angstrom, in good seeing conditions (better than 1""). At the time of 
the observations the afterglow magnitude was R=20.4 and V=20.8 (see
Gladders & Hall, GCN #1513). 

A preliminary reduction of the spectra is already revealing the very
rich and complex structure of the ISM in the putative GRB host galaxy.
Strong absorption lines of MgI2852, MgII2803, MgII2796, FeII2344,
FeII2374, FeII2382 at a mean redshift of z = 1.2545 are clearly detected 
(see Price et al., GCN #1475), spanning a total velocity range of up
to about 400 km/s. Several narrow components are resolved down to a
width of a few tens of km/s.""

This message may be cited",z = 1.2545,GRB020813,UVES at VLT/Kueyen,Spectroscopic,1.2545
15250,2013-09-25 11:07:01.000,"GRB 130925A: VLT/X-shooter redshiftV. Sudilovsky, D.A. Kann, P. Schady (all MPE Garching), S. Klose (TLS 
Tautenburg), J. Greiner (MPE Garching), and T. Kruehler (ESO) report:

We observed the optical/NIR afterglow (Sudilovsky et al., GCN 15247) of 
GRB 130925A (Swift trigger 571830, Lien et al., GCN 15246) using ESO/VLT 
UT2 equipped with the X-shooter spectrograph.

Observations started at 07:42 UT on 2013-09-25, about 3.5 hr after the 
Swift trigger. A total exposure of 1.6 hr was obtained, covering the 
spectral range from 3000 to 20500 AA.

In the spectrum we detect emission lines, which we interpret as being due 
to [O II](3726,3729), H_beta, [O III](4959), [O III](5007) and H_alpha at 
a common redshift of z = 0.35, in agreement with Vreeswijk et al. (GCN 
15249).


We thank the Paranal staff for excellent support, in particular Linda 
Schmidtobreick, Jonathan Smoker and Patricia.",0.35,GRB 130925A,ESO/VLT UT2,Spectroscopic,0.35
15407,2013-10-30 22:48:32.000,"GRB 131030A: NOT redshiftD. Xu, J. P. U. Fynbo (DARK/NBI), P. Jakobsson, Z. Cano (U. Iceland),
B. Milvang-Jensen, D. Malesani (DARK/NBI), A. de Ugarte Postigo
(IAA-CSIC, DARK/NBI) & M. Hayes (Stockholm University) report on
behalf of a larger collaboration:

We observed the optical afterglow of GRB 131030A (Troja et al., GCN
15402) with the NOT equipped with the AlFOSC instrument. The transient
is clearly detected in our acquisition image with a magnitude R ~ 17
at a mean time of 0.569 hr after the GRB.

A single spectrum of 1200 s covering the range from 3800 to 8000 AA
was obtained with a mean epoch of 0.894 hr after the burst. The
spectrum displays a strong continuum with features of Fe II, Mg II and
Al II at a common redshift of z = 1.293 (wavelength calibration based
on archival data), which we identify as the redshift of the GRB. We
also detect an intervening system at z = 1.16 displaying Fe II and Mg
II.",z = 1.293,GRB 131030A,NOT equipped with the AlFOSC instrument,Spectroscopic,1.293
15408,2013-10-30 22:51:59.000,"GRB 131030A: Spectroscopy from 10.4m GTCA. de Ugarte Postigo (IAA-CSIC, DARK/NBI), C.C. Thoene (IAA-CSIC),
R. Sanchez-Ramirez (IAA-CSIC), J. Gorosabel (IAA-CSIC), 
J.P.U. Fynbo (DARK/NBI), N.R. Tanvir (U. Leicester) and 
C.A. Alvarez Iglesias (ULL/IAC) report on behalf of a larger collaboration:

We have observed the afterglow of GRB131030A (Troja et al. GCN 15402) 
with the 10.4m GTC telescope at Roque de los Muchachos Observatory (Spain)
starting at 21:50 UT (54 min after the burst). We used the R2000B grism that covers
the range from 3950 to 5700 A at a resolution of ~2200.  

A single 600s exposure reduced with archive calibrations shows a strong trace 
with absorption features of AlIII, ZnII, CrII, NiII, FeII, NiII* and FeII* at a common redshift 
of z=1.295, which we identify as the redshift of the GRB. An additional intervening 
system is seen at z=1.164, with lines of AlIII, FeII and MnII.",z=1.295,GRB131030A,10.4m GTC telescope,Spectroscopic,1.295
15450,2013-11-05 09:48:07.000,"GRB 131105A: VLT/X-shooter redshiftD. Xu, D. Malesani (DARK/NBI), N. Tanvir (U. Leicester), T. Kruehler (ESO),
J. Fynbo (DARK/NBI) report on behalf of the X-shooter GRB
collaboration:

We have obtained spectroscopic observations of the afterglow of GRB 131105A
(Cummings et al., GCN 15446; Xu et al., GCN 15447), beginning at 03:46 UT,
approximately 102 minutes post-trigger.  We used the ESO VLT equipped
with the X-shooter spectrograph, covering the wavelength range 3000-20000 AA.

The exposure time was 8x600 s. In the NIR arm, we detect two emission lines,
interpreted as [O III] (5007) and H-alpha at a common redshift z = 1.686.
In the spectrum we also detect absorption lines at the same redshift, albeit at 
low signal-to-noise ratio. Furthermore, we measure significant fading of the source 
between two sets of acquisition images, confirming that we are seeing 
afterglow and host light.  Hence, we consider z = 1.686 the likely redshift of 
GRB 131105A. The afterglow appears to be red presumably due to dust extinction.

We acknowledge excellent support from the observing staff at Paranal, in
particular Dimitri Gadotti, Roger Wesson, and Claudia Reyes.",1.686,GRB 131105A,ESO VLT,Spectroscopic,1.686
15451,2013-11-05 10:08:47.000,"GRB 131103A: VLT/X-shooter redshiftD. Xu, D. Malesani (DARK/NBI), S. Schulze (PUC, MCSS), A. de Ugarte
Postigo (IAA-CSIC, DARK/NBI), P. Jakobsson, Z. Cano(U Iceland), N. R.
Tanvir (U. Leicester), J. P. U. Fynbo, D. Watson (DARK/NBI), P.
Goldoni (APC, CEA/Irfu), S. Vergani (CNRS/GEPI), R. Wijers (U
Amsterdam) report on behalf of the X-shooter GRB collaboration:

We have obtained further observations of the afterglow of GRB 131103A
(Cummings et al., GCN Circ. 15440; Cano et al., GCN 15445) using the
ESO VLT equipped with the X-shooter spectrograph, covering the
wavelength range 3000-20000 AA.

The spectrum was secured on Nov. 5.2 with a total exposure time of
4x600 s. We detect a rich emission line spectrum from the underlying
host galaxy at a common redshift z = 0.5955. We also detect strong
absorption lines from FeII and
MgII at the same redshift in the blue part of the spectrum implying
that there is significant afterglow light superimposed on the host
light.

We acknowledge excellent support from the observing staff at Paranal,
in particular Dimitri Gadotti, Roger Wesson, and Claudia Reyes.

[GCN OPS NOTE(05nov13):  Per author's request, the typo in the redshift value
was changed from 0.599 to 0.5955.]",0.5955,GRB 131103A,ESO VLT,Spectroscopic,0.5955
